mape,lead_time,service_level,stockout_mult,ss_gauss,ss_emp,tc_gauss,tc_emp,pct_reduction_TC
8,21,0.9,2.0,352.4848414581074,479.37938438302604,163100.33303208876,157638.96222287195,3.348473119391072
8,21,0.95,0.4,452.405052835862,615.2708718567724,86087.41288703382,73186.19842340206,14.986179780499468
8,21,0.95,1.0,452.405052835862,615.2708718567724,119646.83722163748,87272.87036632214,27.05793785032931
8,21,0.95,2.0,452.405052835862,615.2708718567724,175579.21111264356,110750.65693785557,36.922682226426545
8,21,0.99,0.4,639.8138941042408,870.1468959817676,88168.88905830942,65799.47330040552,25.371098577764954
8,21,0.99,1.0,639.8138941042408,870.1468959817676,124711.37333376674,68616.80768898953,44.97951080584331
8,21,0.99,2.0,639.8138941042408,870.1468959817676,185615.51379286227,73312.36500329622,60.50310477543963
9,7,0.9,0.4,280.3999743680544,381.343965140554,83516.38509969889,82461.51652754073,1.2630678050766833
9,7,0.9,1.0,280.3999743680544,381.343965140554,113346.98450823544,110634.86041338083,2.3927624599995987
9,7,0.9,2.0,280.3999743680544,381.343965140554,163064.65018912972,157590.43355644765,3.357083602321429
9,7,0.95,0.4,359.88601579120837,489.44498147604344,86041.61489360115,73123.91315233363,15.013318563629378
9,7,0.95,1.0,359.88601579120837,489.44498147604344,119601.0392282048,87210.58509525369,27.082084187536616
9,7,0.95,2.0,359.88601579120837,489.44498147604344,175533.4131192109,110688.37166678713,36.9417083050651
9,7,0.99,0.4,508.9688361207903,692.1976171242749,88104.11924122482,65711.38634917047,25.41621559230861
9,7,0.99,1.0,508.9688361207903,692.1976171242749,124646.60351668214,68528.72073775448,45.02158999576518
9,7,0.99,2.0,508.9688361207903,692.1976171242749,185550.74397577767,73224.27805206117,60.53679091600943
9,10,0.9,0.4,308.9857226978173,420.2205828690316,83530.53537575118,82480.76090297186,1.2567553506715177
9,10,0.9,1.0,308.9857226978173,420.2205828690316,113361.13478428774,110654.10478881195,2.3879700927720404
9,10,0.9,2.0,308.9857226978173,420.2205828690316,163078.80046518202,157609.67793187877,3.35366860542424
9,10,0.95,0.4,396.57507433336434,539.3421010933755,86059.77640193325,73148.6128036653,15.002553037051488
9,10,0.95,1.0,396.57507433336434,539.3421010933755,119619.2007365369,87235.28474658536,27.072506579673288
9,10,0.95,2.0,396.57507433336434,539.3421010933755,175551.574627543,110713.07131811879,36.93416219534806
9,10,0.99,0.4,560.856341067363,762.7646238516137,88129.8041563157,65746.31783369406,25.39831619609648
9,10,0.99,1.0,560.856341067363,762.7646238516137,124672.28843177302,68563.65222227808,45.00489797313733
9,10,0.99,2.0,560.856341067363,762.7646238516137,185576.42889086856,73259.20953658476,60.52342963250676
9,14,0.9,0.4,343.41843054560763,467.0490655420264,83547.57996439213,82503.94154352354,1.2491545791193348
9,14,0.9,1.0,343.41843054560763,467.0490655420264,113378.17937292869,110677.28542936365,2.3821990779029316
9,14,0.9,2.0,343.41843054560763,467.0490655420264,163095.84505382297,157632.85857243047,3.349555888189343
9,14,0.95,0.4,440.7685521258349,599.4452308911355,86081.65268459203,73178.36454808123,14.98959154953631
